"belongs_to_collection","budget","genres","id","imdb_id","original_language","original_title","overview","popularity","poster_path","production_companies","production_countries","release_date","revenue","runtime","spoken_languages","status","tagline","title","video","vote_average","vote_count","Horror","Year","year","decade","bydecade","boxoffice"
"",0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}]","298026","tt3081268","en","Reaper","Criminals and a beautiful but cunning hitchhiker must battle a supernatural force known as the Reaper.",1.753718,"/nIKP1UBA3VILrdgUNx7TwXaZdvG.jpg","[{'name': 'Helios Productions', 'id': 35600}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-06-05,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Death to the wicked","Reaper",FALSE,5.8,21,TRUE,"2015",2015,"10s","10s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","105085","tt0067511","en","Gli occhi freddi della paura","Against a backdrop of Swingin' 60s London a young playboy type ""steals"" a beautiful Italian girl from her elderly date and suggests she comes back to his place for some good times. ""His place"" being owned by his father, a rich and respected solicitor. Unfortunately a couple of criminals have plans of their own, one for money, the other for revenge, and the lovers end up prisoners in a tense siege situation",0.47687,"/5cLtlEXDXmGPISQg2ODgPB5rhQQ.jpg","[{'name': 'Cinemar', 'id': 1374}, {'name': 'Atlántida Films', 'id': 10453}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",1971-04-06,0,95,"[{'iso_639_1': 'it', 'name': 'Italiano'}]","Released","Your last scream will be the loudest.","Cold Eyes of Fear",FALSE,4.3,5,TRUE,"1971",1971,"70s","70s",0
"",0,"[{'id': 27, 'name': 'Horror'}]","334028","tt3698558","en","Some Kind Of Hate","When a troubled teen is subjected to severe bullying, he accidentally conjures the vengeful ghost of Moira Karp. Once a teenage girl pushed to suicide, Moira is now an unstoppable force on a mission of gruesome retribution. But when she goes to far, he must prevent her from spiraling out of control in this passionate and vividly violent supernatural thriller.",1.624956,"/7ydJbmjBF40Fu02sTCywUwmsWKm.jpg","[{'name': 'Caliber Media Company', 'id': 11049}, {'name': 'Revek Entertainment', 'id': 63805}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-05-02,0,82,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Some Kind Of Hate",FALSE,4.5,40,TRUE,"2015",2015,"10s","10s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","58384","tt0375100","en","Strandvaskaren","Hundred years ago, three students at the Hellestads Boarding School were brutally slaughtered, the murderer drowned himself in a lake nearby and his body was never found. The story has become a legend for generations of students as well as a yearly festivity. Sara, a student, is writting an essay based on the legend and uncovers new facts from the event that will cast dark shadows on the family name of one of the school's main benificiaries. On the night of the hundreth anniversary, the festivities go awry, students disappear and something dark and unknown is moving through the schools corridors...",0.766605,"/zvZkzySRrzFA272q7V4dbXRoHZ4.jpg","[]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",2004-10-14,0,100,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'sv', 'name': 'svenska'}]","Released","","Drowning Ghost",FALSE,6,3,TRUE,"2004",2004,"00s","00s",0
"",2e+06,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]","325039","tt2947556","ru","Кровавая леди Батори","Based on a story of Countess Bathory, a serial killer in 16th century Transylvania who supposedly killed hundreds of children.",1.574378,"/sXnsmcCHPm7ErVjhipauPz55vlM.jpg","[{'name': 'Enjoy Movies', 'id': 9340}, {'name': 'Glacier Films', 'id': 44884}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'RU', 'name': 'Russia'}]",2015-02-26,0,110,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]","Released","","Lady of Csejte",FALSE,4.8,6,TRUE,"2015",2015,"10s","10s",2e+06
"",0,"[{'id': 27, 'name': 'Horror'}]","16079","tt0094730","sv","Besökarna","Frank, Sara and their two children have recently moved into the house of their dreams on the countryside. Frank is disturbed by mysterious sounds and somebody tears down the wallpaper from the walls. He contacts a ghost-hunter, Allan, to find out the truth.",0.794247,"/bkoIerluO45UWjuDx41WYVdK3ZE.jpg","[{'name': 'MVM Entertainment', 'id': 83404}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",1988-04-29,0,102,"[{'iso_639_1': 'sv', 'name': 'svenska'}]","Released","","The Visitors",FALSE,6.7,6,TRUE,"1988",1988,"80s","80s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10770, 'name': 'TV Movie'}]","24563","tt0060672","en","Mars Needs Women","Tommy Kirk leads his fellow Martians to Earth on an interplanetary quest for females. Kirk proves that Martians have impeccable taste when one of his first conquests turns out to be sexy scientist Yvonne Craig.",0.482867,"/dnTHZUgEJZiFtHZGUXBiRCWze6d.jpg","[{'name': 'Azalea Pictures', 'id': 4335}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1967-01-01,0,83,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Mars Needs Women",FALSE,3.4,5,TRUE,"1967",1967,"60s","60s",0
"",2e+06,"[{'id': 27, 'name': 'Horror'}, {'id': 10770, 'name': 'TV Movie'}]","361042","tt4472596","en","The Hollow","It's Halloween eve on Shelter Island, and the small town is preparing for a killer storm. But the dark clouds gathering over the island are bringing with them a curse one-hundred years in waiting. As the woods give birth to an ungodly and insatiable creature of fire, bones, and earth, three sisters must scramble to stay alive through the long dark night of the Hollow. For it's not something you can kill. It's only something you can try and survive.",2.410183,"/d6BquXFnldylPRMfOqR4StIGiLG.jpg","[{'name': 'Sonar Entertainment', 'id': 22702}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-10-24,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","You cannot kill it, you can only survive it","The Hollow",FALSE,4.7,33,TRUE,"2015",2015,"10s","10s",2e+06
"",3e+06,"[{'id': 27, 'name': 'Horror'}]","10124","tt0485774","en","Heartstopper","Two hospitalized young people discover that things can get even worse when the dilapidated institution is stranded by a severe storm and a maniac stalks the corridors butchering the patients and staff.",1.292089,"/ytp5Bq1AN09FL0dL8EKqXuCbdNH.jpg","[]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2006-01-01,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Heartstopper",FALSE,4.3,8,TRUE,"2006",2006,"00s","00s",3e+06
"",5e+05,"[{'id': 27, 'name': 'Horror'}]","15701","tt0267601","en","The Irrefutable Truth About Demons","In the place between what you know, and what you fear, demons rule. All hope is stripped away as demonic forces overcome you. Dr. Harry Ballard has just unearthed the essence of evil. He’s a marked man, a living sacrifice, thrown to the depths of the demon world. At his side is a beautiful young woman – an ex-cult member who’s experienced their immeasurable power.",0.47661,"/vW8PtzGIALFjNXpr9U7nghcWerW.jpg","[]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}]",2000-05-01,0,90,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]","Released","Hell is real.","The Irrefutable Truth About Demons",FALSE,6.2,8,TRUE,"2000",2000,"00s","00s",5e+05
"{'id': 9046, 'name': 'A Chinese Ghost Story Collection', 'poster_path': '/bl6n97qDEtJrIJqvp3lD5clcApe.jpg', 'backdrop_path': '/nIXjmTi2ePJyFf2nDngGsWOX7TP.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]","9048","tt0102932","cn","Sien lui yau wan III: Do do do","Having slept for a century, the monstrous Tree Devil is now awaken and starts finding lost souls again. One stormy night, a wise High Priest and his student Fong pass by the Orchid Temple and realize that it is haunted. Fong encounters two evil spirits, the seductive Lotus and her hated sister Butterfly in the temple. Although Fong knows his master wants to capture them, he finds himself being attracted by them so he sets them free. The monks stay at the temple has to be prolonged since Fong carelessly loses the valuable Gold Buddha. Later on, they come to a corrupt local town, while the High Priest meets Yin by chance and a series of misunderstandings evolve. Meanwhile, Fong encounters Lotus again and finds himself falling in love with her.......",3.346003,"/fUauzLvtRtrBBYD5lPFsGgxCiP7.jpg","[{'name': 'Film Workshop', 'id': 3618}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",1991-07-18,0,104,"[{'iso_639_1': 'zh', 'name': '普通话'}]","Released","","A Chinese Ghost Story III",FALSE,6.5,17,TRUE,"1991",1991,"90s","90s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","68982","tt0073586","en","Psychic Killer","Mental patient Arnold Masters, hospitalized for a murder he didn't commit, learns astral projection--the art of leaving one's physical body and transporting the soul someplace else--from a fellow inmate. Upon his release, Arnold uses his new powers to bump off the people he holds responsible for his arrest, his mother's death while he was imprisoned and the price of meat! Lt. Morgan and Lt. Anderson are the cops on his trail, while his caring shrink, Dr. Scott, tries to prevent any more deaths.",0.009183,"/ahfaLF7gOPlVymUWoKZ85i5Aj66.jpg","[{'name': 'Syn-Frank Enterprises', 'id': 4742}, {'name': 'Lexington Productions', 'id': 91402}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1975-12-01,0,89,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","He thought of a million ways to kill, and he wanted to try them all...","Psychic Killer",FALSE,0,0,TRUE,"1975",1975,"70s","70s",0
"",0,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","246355","tt0495241","en","Saw","Saw is an Australian nine-and-a-half-minute short subject horror film that was later expanded to a full feature film. The story is about David, an orderly at a hospital, who tells his horrific story of being kidnapped and forced to play a vile game of survival.",5.160339,"/b1XuOKWmU7aFDKsS348oXbxi3XL.jpg","[{'name': 'Twisted Pictures', 'id': 2061}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2003-01-01,0,9,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Saw",FALSE,6.8,93,TRUE,"2003",2003,"00s","00s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","56685","tt1322355","en","Psalm 21","Henrik is a young father who lives in Stockholm, constantly plagued by nightmares with his deceased mother. One day, he receives the news that his father, father, who lives in a remote village, it is drowned and died. The circumstances of drowning are mysterious. Henrik travels to the village to investigate the cause of his death. To find out more about the drowning and on his father, the door to the unknown and open. Shadows of the past emerge, returning to this world for one reason only: revenge.",0.578867,"/EdeBWIPqu2mDCNU28KHoAluswN.jpg","[{'name': 'Krejaren Dramaproduktion', 'id': 22707}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",2009-01-01,0,114,"[{'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'sv', 'name': 'svenska'}]","Released","","Psalm 21",FALSE,4.6,8,TRUE,"2009",2009,"00s","00s",0
"",0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","27009","tt0256155","en","Beneath Loch Ness","A scientific expedition to Loch Ness runs into trouble when the group leader is killed in a mysterious diving accident. Soon after, when the unorthodox Professor Howell shows up to take over as leader of the group, more strange incidents and attacks start to occur. While Howell and TV producer Elizabeth Borden are busy investigating the source of the attacks, the body of an enormous sea creature washes up on the lake's shore.",1.055415,"/zYGdYqsa9dQF5JnBIJPONnBN0aj.jpg","[]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-01-01,0,96,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Beneath Loch Ness",FALSE,2.6,5,TRUE,"2002",2002,"00s","00s",0
"",150,"[{'id': 27, 'name': 'Horror'}]","122326","tt2297108","en","100 Ghost Street: The Return of Richard Speck","A group of paranormal investigators sojourned to the Chicago walk-up where deranged drifter Richard Speck systematically slew eight student nurses back in ’66, looking for restless spirits. Their unfortunate success gets shockingly documented in this fear-filled found-footage foray featuring a bright young cast.",0.942505,"/hA7QgiTDthevcFjcmQXlu3bjPA3.jpg","[{'name': 'Asylum', 'id': 6306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-07-24,0,84,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","","100 Ghost Street: The Return of Richard Speck",FALSE,4.8,8,TRUE,"2012",2012,"10s","10s",150
"",1e+05,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","262165","tt2488366","en","The Unwanted","Carmilla comes to a rural town where her mother mysteriously disappeared years earlier. She is aided in her quest by an emotionally troubled local girl, with whom she becomes romantically involved. Their relationship ignites the wrath of the girl's father, who holds the key to the dreadful truth Carmilla is seeking. Inspired by Joseph Sheridan Le Fanu's famed Gothic novella.",0.571518,"/4UONZ6sr4OdqaXMjmWWHSqi81jk.jpg","[{'name': 'Kino Lorber', 'id': 39134}, {'name': 'Kinokater', 'id': 48530}, {'name': 'ITN Films', 'id': 72149}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-03-31,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","There's a new girl in town","The Unwanted",FALSE,3.8,8,TRUE,"2014",2014,"10s","10s",1e+05
"",0,"[{'id': 27, 'name': 'Horror'}]","160128","tt1887748","en","Sawney: Flesh of Man","Religious psychopath Sawney stalks Scotland abducting unholy souls for his communion of sacrifices. With his insane family of inbred killers, Sawney tortures and eats their victims saving the best morsels for a chained-up figure in their cavernous Highlands lair. As the Missing Persons list rises investigative crime journalist Hamish MacDonald writes sensational and damming headlines against the police, due to their incompetence in handling the case. After his fiancée is kidnapped by the cannibal clan Hamish investigates the heinous crimes on his own with disastrous results. For there’s something he doesn’t know about the case that’s crucial to solving it…",2.267245,"/usgwIEkIkutGpVwxcID6rJ6pK6y.jpg","[{'name': 'TVP Film & Multimedia', 'id': 23050}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2012-08-22,0,89,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Sawney: Flesh of Man",FALSE,5.9,14,TRUE,"2012",2012,"10s","10s",0
"",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]","82743","tt1723124","en","Inbred","Four young offenders and their workers spend a weekend in the remote Yorkshire village of Mortlake, which prides on keeping itself to itself. A minor incident with locals rapidly escalates into a blood-soaked, deliriously warped nightmare.",3.610042,"/9fKswnksV8AMPIMedNmCLOJNMw1.jpg","[{'name': 'New Flesh Films', 'id': 20314}, {'name': 'Split Second Films', 'id': 20315}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2011-09-30,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","They came in peace but left in pieces.","Inbred",FALSE,5.6,35,TRUE,"2011",2011,"10s","10s",0
"",2e+06,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","17306","tt0840304","en","Ice Spiders","A scientific experiment goes haywire, creating an arachnophobic nightmare. If there's a way to stop them, somebody better find it soon before they kill everything in sight!",2.286943,"/4Wkuxp6mkuRwVtbugdDNcx3Zx8K.jpg","[{'name': 'ACH', 'id': 3283}, {'name': 'Regent Productions', 'id': 3284}, {'name': 'Christopher Filmcapital', 'id': 3285}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-01-01,0,90,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]","Released","","Ice Spiders",FALSE,3.5,22,TRUE,"2007",2007,"00s","00s",2e+06
"",0,"[{'id': 27, 'name': 'Horror'}]","29960","tt0067924","en","Vampire Circus","After a spate of murders, the villagers of Schtettel kill the depraved perpetrator, Count Mitterhouse. Fifteen years later the Circus of Nights appeared in the plague-ridden village and its performers include Mitterhouse's mistress, children and cousins. They have come to Schtettel to fulfil the Count's last words, an evil, vicious curse of death and destruction on those who participated in his impaling. The children of Schtettel become the targets for a brutal and devastating revenge as the Vampire Circus rehearses for its most deadly performance.",1.72498,"/1eKSuOgWTlTLr3I6OHK3hdgri38.jpg","[{'name': 'Hammer Film Productions', 'id': 1314}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1972-04-30,0,87,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Human fangs ripping throats - no sawdust can soak up the torrent of blood!","Vampire Circus",FALSE,5.7,26,TRUE,"1972",1972,"70s","70s",0
"",0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","302797","tt4047752","da","Encounters","November 18th 2011 a small Danish film crew disappeared in the woods of northern Sweden without a trace. One year later, their footage was leaked by a hacker group now known as Pandoras. This is the crew's unsettling and disturbing footage.",1.711247,"/dheJTTVejyFmJrlMG5kpxjTBX52.jpg","[]","[]",2015-10-30,0,108,"[{'iso_639_1': 'da', 'name': 'Dansk'}]","Released","The woods have a secret","Encounters",FALSE,6.4,10,TRUE,"2015",2015,"10s","10s",0
"",0,"[{'id': 27, 'name': 'Horror'}]","347944","tt3620762","en","Anguish","A new girl in a quiet town, Tess tries to manage her psychosis while adjusting to her new life with her mom. After stumbling upon the shrine of Lucy, a hit and run victim, Tess finds herself overwhelmed by hallucinations of the dead girl and starts to question her sanity again.  When the spirit possesses Tess’s mind and soul, mother and daughter are at a loss for where to turn next for salvation: religion or medicine?  Both institutions have failed them to date but faith leads them to the house of Sarah, Lucy’s mother, who has been despondent since the accident.  All together with time working against them, Sarah is desperate to believe that Lucy is still alive in Tess but neither parent wants to give up on their daughter.  Now that she understands what is happening to her, ultimately Tess must decide whether she wants to keep fighting or succumb to her affliction.",1.57501,"/mjzcibK6JGwJaL3oldm9HsiSNaj.jpg","[{'name': 'Lightning Entertainment', 'id': 3256}, {'name': 'Candlewood Entertainment', 'id': 36228}, {'name': 'Anguish Film', 'id': 70203}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-07-21,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Her nightmares come when she's awake.","Anguish",FALSE,4.8,32,TRUE,"2015",2015,"10s","10s",0
"",0,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]","201223","tt3028018","ja","青の祓魔師 -劇場版-","Rin Okumura is raised by a famous exorcist named Father Fujimoto. After an argument between the two, Rin discovers he is the son of the devil. Rin decides to fight his fate by joining the True Cross Academy to become an exorcist and defeat demons. However, when he draws his father's sword a dark power is released.",3.538578,"/yPVoaH8reaNTpqkNPwER5DQL2lM.jpg","[{'name': 'Aniplex', 'id': 2883}, {'name': 'A-1 Pictures', 'id': 13113}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2012-12-28,0,88,"[{'iso_639_1': 'ja', 'name': '日本語'}]","Released","","Blue Exorcist: The Movie",FALSE,6.8,42,TRUE,"2012",2012,"10s","10s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 10770, 'name': 'TV Movie'}]","26702","tt0077429","en","Devil Dog: The Hound of Hell","A dog that is a minion of Satan terrorizes a suburban family.",0.519687,"/8Y0gkvvHxU0XIqEMdTlj9U08qvY.jpg","[{'name': 'Zeitman-Landers-Roberts Productions', 'id': 46012}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1978-10-31,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Devil Dog: The Hound of Hell",FALSE,5.6,4,TRUE,"1978",1978,"70s","70s",0
"",0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","279690","tt2386404","en","He Never Died","Jack is a solitary man with a mysterious past. His strange habits will soon become stranger when his past catches up with him.",6.78295,"/1uF1kqE3E1UCGRAzAEhQldjE3RN.jpg","[{'name': 'Alternate Ending Studios', 'id': 10530}, {'name': '108 Media', 'id': 26432}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",2015-03-17,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Bullets. Blood. Bingo.","He Never Died",FALSE,6.3,144,TRUE,"2015",2015,"10s","10s",0
"",0,"[{'id': 27, 'name': 'Horror'}]","30452","tt0099496","en","Elves","A young woman discovers that she is the focus of an evil nazi experiment involving selective breeding and summoned elves, an attempt to create a race of supermen. She and two of her friends are trapped in a department store with an elf, and only Dan Haggerty, as the renegade loose-cannon Santa Claus, can save them.",0.874661,"/w1cGcdvhcpgm9Rd7KiO7NnmXeFC.jpg","[{'name': 'Triangle Film Corporation', 'id': 1307}, {'name': 'Fitzgerald Film Corporation', 'id': 85266}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-01-01,0,89,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","They're Not Working For Santa...Anymore","Elves",FALSE,5,7,TRUE,"1989",1989,"80s","80s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","356482","tt1680102","en","Murder in the Dark","When a group of young people camping in the ruins of a medieval Turkish town play a party game called 'Murder in the Dark', they soon discover that someone is taking the game too far...Produced in an experimental shooting style, this murder-mystery features a cast of actors who were not allowed to see the script. The actors' choices interactively changed the shape of the story. They had to use clues to solve the mystery laid out before them by the filmmakers.",0.211111,"/6m7Q1JuMIhsZzB8DVyIsOXAeifK.jpg","[{'name': 'Regenerate Films', 'id': 93741}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-08-09,0,82,"[]","Released","It started as a game...","Murder in the Dark",FALSE,5.8,5,TRUE,"2013",2013,"10s","10s",0
"",0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}]","30644","tt0084573","en","Raw Force","A group of martial arts students are en route to an island that supposedly is home to the ghosts of martial artists who have lost their honor. A Hitler lookalike and his gang are running a female slavery operation on the island as well. Soon, the two groups meet and all sorts of crazy things happen which include cannibal monks, piranhas, zombies, and more!",0.741194,"/mwYLlRqjacA8Fs1WqWrhOYbdclv.jpg","[{'name': 'Ansor International', 'id': 18176}]","[{'iso_3166_1': 'PH', 'name': 'Philippines'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1982-07-01,0,86,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","…Invaders of the Jade Tombs!","Raw Force",FALSE,5.4,15,TRUE,"1982",1982,"80s","80s",0
"{'id': 385386, 'name': 'Parasyte Collection', 'poster_path': '/5fDiZgX2WHxktfZs9gw0aR99zj5.jpg', 'backdrop_path': '/nzRwHx6VUtUXpitTmvzMDiLVI28.jpg'}",0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]","282069","tt3345472","ja","寄生獣","Alien pods come to Earth and, naturally, start taking over Human Hosts. One such pod only manages to take over one human's, Shin Izumi, right arm. Together they grow and co-exist, all the while the other aliens are making meals of other humans; Shin feels he must put a stop to it all, but his alien, Migi, doesn't see why.",3.346011,"/guJ97r5RGa1IoWCAvB0yypB2K8t.jpg","[{'name': 'Dentsu', 'id': 6452}, {'name': 'KDDI Corporation', 'id': 11848}, {'name': 'GyaO', 'id': 41861}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2014-11-29,0,109,"[{'iso_639_1': 'ja', 'name': '日本語'}]","Released","","Parasyte: Part 1",FALSE,6.6,42,TRUE,"2014",2014,"10s","10s",0
"{'id': 385386, 'name': 'Parasyte Collection', 'poster_path': '/5fDiZgX2WHxktfZs9gw0aR99zj5.jpg', 'backdrop_path': '/nzRwHx6VUtUXpitTmvzMDiLVI28.jpg'}",0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]","282070","tt3345474","ja","寄生獣 完結編","Alien pods come to Earth and, naturally, start taking over Human Hosts. One such pod only manages to take over one human's, Shin Izumi, right arm. Together they grow and co-exist, all the while the other aliens are making meals of other humans; Shin feels he must put a stop to it all, but his alien, Migi, doesn't see why.",2.240411,"/84C9wA1xvk6XHRpTg5uV3fQO2O1.jpg","[{'name': 'Dentsu', 'id': 6452}, {'name': 'KDDI Corporation', 'id': 11848}, {'name': 'GyaO', 'id': 41861}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2015-04-25,0,117,"[{'iso_639_1': 'ja', 'name': '日本語'}]","Released","","Parasyte: Part 2",FALSE,5.9,27,TRUE,"2015",2015,"10s","10s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","373541","tt2718314","en","Dark Awakening","A thriller centered on a couple who makes an old estate their new home and soon begin to see the spirits of dead children.",0.610094,"/A3HyXfnfC7VfSc5DG2KcDDb6L2k.jpg","[{'name': 'Nevermore Films', 'id': 70420}, {'name': 'Atlantic & Pacific Pictures', 'id': 70421}, {'name': 'Cafe Oscuro Films', 'id': 70422}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-09-10,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","When the dead come out to play.","Dark Awakening",FALSE,4.2,5,TRUE,"2014",2014,"10s","10s",0
"",0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]","356483","tt3551400","en","Unnatural","Global climate change prompts a scientific corporation to genetically modify Alaskan polar bears with horrific and deadly results.",1.804845,"/s2LestYqHcOo0OjXJMMWLsRBizg.jpg","[{'name': 'August Heart Entertainment', 'id': 65834}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-10-16,0,89,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Some things were never meant to be.","Unnatural",FALSE,4.3,12,TRUE,"2015",2015,"10s","10s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]","356486","tt3201722","en","Lumberjack Man","As the staff of Good Friends Church Camp prepares for a spring break filled with ""Fun Under the Son"", a demon logger rises from his sap boiler to wreak his vengeance and feast on flapjacks soaked in the blood of his victims.",3.35736,"/kO0jboUqmmV5WZmkuW7nzqg0dmg.jpg","[{'name': 'Madisonian Films', 'id': 74705}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-10-16,0,105,"[]","Released","Welcome to Summer Camp.","Lumberjack Man",FALSE,4.3,19,TRUE,"2015",2015,"10s","10s",0
"",2e+06,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]","343284","tt3602128","en","Night Of The Living Deb","After a one night stand Deb wakes up in the middle of a zombie apocalypse.",4.69124,"/tM2cjGghcFX0tYrHsIXGxEPI3uz.jpg","[]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-08-29,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Night Of The Living Deb",FALSE,5.4,42,TRUE,"2015",2015,"10s","10s",2e+06
